City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
230,Yerbogachen,RU,2022-07-20 18:09:05,61.2767,108.0108,54.75,94,100,3.69,overcast clouds
231,Conakry,GN,2022-07-20 18:10:57,9.538,-13.6773,76.73,87,100,12.82,light rain
232,Katobu,ID,2022-07-20 18:08:58,-4.9408,122.5276,74.91,96,26,4.81,scattered clouds
233,Jorpeland,NO,2022-07-20 18:10:57,59.0225,6.0408,68.95,83,100,1.92,overcast clouds
234,Kudahuvadhoo,MV,2022-07-20 18:10:58,2.6708,72.8944,80.78,74,100,10.07,overcast clouds
235,Mazyr,BY,2022-07-20 18:10:58,52.0495,29.2456,64.08,58,52,11.07,broken clouds
236,Upernavik,GL,2022-07-20 18:07:11,72.7868,-56.1549,48.13,70,49,7.63,scattered clouds
237,Riyadh,SA,2022-07-20 18:05:23,24.6877,46.7219,100.54,9,38,11.48,scattered clouds
238,Osypenko,UA,2022-07-20 18:10:58,46.9136,36.8253,72.88,57,37,13.0,scattered clouds
239,Henties Bay,NA,2022-07-20 18:10:59,-22.116,14.2845,55.08,87,0,11.16,clear sky
240,Kodiak,US,2022-07-20 18:05:55,57.79,-152.4072,53.11,82,40,4.61,scattered clouds
241,Ocean City,US,2022-07-20 18:08:38,39.2776,-74.5746,98.29,71,1,8.01,clear sky
242,Boke,GN,2022-07-20 18:10:59,10.9409,-14.2967,75.15,95,100,6.22,light rain
243,Lumberton,US,2022-07-20 18:10:59,34.6182,-79.0086,94.91,42,0,13.4,clear sky
244,Dinguiraye,GN,2022-07-20 18:11:00,11.3,-10.7167,71.73,95,100,3.44,moderate rain
245,Gravdal,NO,2022-07-20 18:08:09,68.1214,13.5031,57.09,94,40,14.97,scattered clouds
246,Fort Nelson,CA,2022-07-20 18:06:21,58.8053,-122.7002,74.16,31,8,4.72,clear sky
247,Harper,LR,2022-07-20 18:06:43,4.375,-7.7169,76.33,69,98,8.23,overcast clouds
248,De Aar,ZA,2022-07-20 18:11:00,-30.6497,24.0123,55.76,45,5,7.02,clear sky
249,Okha,RU,2022-07-20 18:11:01,53.5739,142.9478,54.27,98,99,7.4,overcast clouds
250,Laguna,US,2022-07-20 18:06:29,38.421,-121.4238,95.02,40,0,5.75,clear sky
251,Vardo,NO,2022-07-20 18:06:58,70.3705,31.1107,53.58,94,100,0.0,overcast clouds
252,Vila Franca Do Campo,PT,2022-07-20 18:06:40,37.7167,-25.4333,72.01,71,47,2.19,scattered clouds
253,Manta,EC,2022-07-20 18:11:02,-0.95,-80.7333,82.18,61,20,4.61,few clouds
254,Cabo San Lucas,MX,2022-07-20 18:05:15,22.8909,-109.9124,95.61,46,20,9.22,few clouds
255,Saint-Georges,GD,2022-07-20 18:11:02,12.0564,-61.7485,83.66,68,15,11.79,few clouds
256,Eufaula,US,2022-07-20 18:11:03,31.8913,-85.1455,92.32,71,62,6.24,broken clouds
257,Rawson,AR,2022-07-20 18:06:31,-43.3002,-65.1023,56.08,50,100,20.18,overcast clouds
258,Fairlie,GB,2022-07-20 18:11:03,55.756,-4.8556,66.4,76,45,5.01,scattered clouds
259,Dingle,PH,2022-07-20 18:07:27,10.9995,122.6711,77.29,88,74,2.17,broken clouds
260,Sergeyevka,KZ,2022-07-20 18:11:04,53.88,67.4158,65.84,87,18,11.25,few clouds
261,Touba,CI,2022-07-20 18:11:04,8.2833,-7.6833,70.59,92,100,3.67,light rain
262,Ilhabela,BR,2022-07-20 18:09:20,-23.7781,-45.3581,70.2,88,52,3.13,broken clouds
263,Outjo,NA,2022-07-20 18:11:04,-20.1167,16.15,60.22,24,0,3.69,clear sky
264,Bethel,US,2022-07-20 18:05:40,41.3712,-73.414,95.74,51,0,3.44,clear sky
265,Zyryanka,RU,2022-07-20 18:07:32,65.75,150.85,44.51,72,100,8.99,overcast clouds
266,Denpasar,ID,2022-07-20 18:06:22,-8.65,115.2167,76.71,88,20,9.22,few clouds
267,Willowmore,ZA,2022-07-20 18:08:49,-33.2926,23.4895,45.63,89,49,3.76,scattered clouds
268,Portland,US,2022-07-20 18:06:32,45.5234,-122.6762,83.46,58,0,5.75,clear sky
269,Lata,PT,2022-07-20 18:09:02,40.1629,-8.3327,81.7,40,0,8.41,clear sky
270,Ericeira,PT,2022-07-20 18:11:06,38.9627,-9.4156,78.8,83,0,19.77,clear sky
271,Coihaique,CL,2022-07-20 18:06:34,-45.5752,-72.0662,36.21,80,75,2.3,light snow
272,Saint-Philippe,RE,2022-07-20 18:05:59,-21.3585,55.7679,71.19,72,32,14.65,scattered clouds
273,Naberera,TZ,2022-07-20 18:11:09,-4.2,36.9333,57.29,85,57,10.45,broken clouds
274,The Valley,AI,2022-07-20 18:07:29,18.217,-63.0578,86.14,70,40,18.41,scattered clouds
275,Athenry,IE,2022-07-20 18:11:10,53.2964,-8.7431,61.97,62,91,9.71,overcast clouds
276,Coruripe,BR,2022-07-20 18:11:10,-10.1256,-36.1756,75.97,87,63,14.97,broken clouds
277,Gari,RU,2022-07-20 18:11:10,59.4307,62.3497,59.88,98,28,6.89,scattered clouds
278,Yining,CN,2022-07-20 18:07:55,29.0361,114.5636,79.0,90,99,2.77,overcast clouds
279,Qandala,SO,2022-07-20 18:11:11,11.472,49.8728,87.13,57,79,9.91,broken clouds
280,Brumunddal,NO,2022-07-20 18:11:11,60.881,10.9395,76.37,50,80,5.93,broken clouds
281,Gat,IL,2022-07-20 18:09:49,31.61,34.7642,82.81,100,0,7.72,clear sky
282,Hamilton,US,2022-07-20 18:03:51,39.1834,-84.5333,92.25,69,75,12.66,haze
283,Ilula,TZ,2022-07-20 18:11:12,-7.6766,36.0366,53.78,90,32,5.17,scattered clouds
284,Arraial Do Cabo,BR,2022-07-20 18:07:08,-22.9661,-42.0278,75.06,78,40,5.75,scattered clouds
285,Ahipara,NZ,2022-07-20 18:08:50,-35.1667,173.1667,54.75,72,46,17.22,scattered clouds
286,Babushkin,RU,2022-07-20 18:11:12,51.7122,105.8647,54.91,80,71,5.79,broken clouds
287,Phek,IN,2022-07-20 18:08:20,25.6667,94.5,62.17,99,100,1.45,overcast clouds
288,Little Current,CA,2022-07-20 18:10:22,45.9793,-81.9248,74.41,90,100,16.71,overcast clouds
289,Charters Towers,AU,2022-07-20 18:11:13,-20.1,146.2667,57.97,90,2,5.75,clear sky
290,Upata,VE,2022-07-20 18:11:13,8.0086,-62.3989,81.19,84,60,2.33,broken clouds
291,Madimba,TZ,2022-07-20 18:11:13,-10.4,40.3333,71.98,79,18,10.98,few clouds
292,Barabai,ID,2022-07-20 18:11:14,-2.5833,115.3833,73.78,96,2,2.21,clear sky
293,Springbok,ZA,2022-07-20 18:11:14,-29.6643,17.8865,47.8,47,0,4.32,clear sky
294,Morondava,MG,2022-07-20 18:11:14,-20.2833,44.2833,73.92,78,0,12.24,clear sky
295,Choix,MX,2022-07-20 18:11:15,26.7092,-108.3219,94.23,40,4,5.75,clear sky
296,Pisco,PE,2022-07-20 18:08:01,-13.7,-76.2167,59.05,88,100,4.61,mist
297,Kavaratti,IN,2022-07-20 18:05:57,10.5669,72.642,81.21,80,100,19.04,light rain
298,Pedernales,DO,2022-07-20 18:11:15,18.0384,-71.744,90.39,53,1,3.76,clear sky
299,Nortelandia,BR,2022-07-20 18:11:15,-14.4547,-56.8028,95.49,17,81,6.71,broken clouds
300,Talnakh,RU,2022-07-20 18:06:05,69.4865,88.3972,53.31,72,83,2.64,broken clouds
301,Zhanaozen,KZ,2022-07-20 18:11:16,43.3,52.8,92.98,19,4,19.53,clear sky
302,Lopukhiv,UA,2022-07-20 18:11:16,48.3653,23.9638,66.85,67,7,4.56,clear sky
303,Takab,IR,2022-07-20 18:11:17,36.4009,47.1133,77.41,20,4,1.92,clear sky
304,Grand-Lahou,CI,2022-07-20 18:11:17,5.1367,-5.0242,76.1,70,100,8.5,overcast clouds
305,Nenjiang,CN,2022-07-20 18:06:09,49.1833,125.2167,65.86,89,6,2.91,clear sky
306,Acapulco,MX,2022-07-20 18:11:17,16.8634,-99.8901,87.62,70,40,8.05,scattered clouds
307,Yatou,CN,2022-07-20 18:11:18,37.15,122.3833,70.18,92,94,10.49,overcast clouds
308,Vao,NC,2022-07-20 18:06:16,-22.6667,167.4833,74.03,87,100,7.7,overcast clouds
309,Rockport,US,2022-07-20 18:06:27,28.0206,-97.0544,93.24,75,40,23.02,haze
310,Muros,ES,2022-07-20 18:07:14,42.7762,-9.0603,81.68,64,0,14.97,clear sky
311,Vac,HU,2022-07-20 18:11:18,47.7759,19.1361,92.32,23,4,0.67,clear sky
312,Boyolangu,ID,2022-07-20 18:07:02,-8.1181,111.8935,72.88,89,82,5.1,broken clouds
313,Zhanjiang,CN,2022-07-20 18:11:19,21.2815,110.3427,82.08,84,27,14.16,scattered clouds
314,Port Macquarie,AU,2022-07-20 18:06:54,-31.4333,152.9167,51.69,100,75,0.0,broken clouds
315,Nagyrede,HU,2022-07-20 18:11:19,47.7654,19.8482,84.49,27,7,3.51,clear sky
316,Aksu,CN,2022-07-20 18:11:19,41.1231,80.2644,80.56,20,0,6.44,clear sky
317,Cam Ranh,VN,2022-07-20 18:11:20,11.9214,109.1591,76.96,88,75,1.14,light rain
318,Sept-Iles,CA,2022-07-20 18:10:06,50.2001,-66.3821,71.71,53,28,11.92,scattered clouds
319,Ust-Tsilma,RU,2022-07-20 18:11:23,65.441,52.1498,70.2,52,55,6.04,broken clouds
320,Marrakesh,MA,2022-07-20 18:11:14,31.6315,-8.0083,98.67,22,75,10.36,broken clouds
321,Gela,IT,2022-07-20 18:11:24,37.0803,14.2307,85.28,63,43,3.0,scattered clouds
322,Bargteheide,DE,2022-07-20 18:11:24,53.7333,10.2667,89.89,55,30,12.5,scattered clouds
323,Kalundborg,DK,2022-07-20 18:11:24,55.6795,11.0886,77.34,60,4,13.53,clear sky
324,Dikson,RU,2022-07-20 18:05:37,73.5069,80.5464,44.02,67,10,21.52,clear sky
325,Sioux Lookout,CA,2022-07-20 18:05:43,50.1001,-91.917,71.85,76,100,9.17,overcast clouds
326,Key West,US,2022-07-20 18:11:25,24.5557,-81.7826,90.0,68,75,18.41,light rain
327,Norman Wells,CA,2022-07-20 18:07:41,65.282,-126.8329,72.23,43,77,2.1,broken clouds
328,Buchanan,LR,2022-07-20 18:11:25,5.8808,-10.0467,74.91,82,100,11.72,overcast clouds
329,Tibati,CM,2022-07-20 18:11:25,6.4667,12.6333,67.93,95,100,0.38,light rain
330,Namatanai,PG,2022-07-20 18:06:06,-3.6667,152.4333,78.08,82,87,7.27,overcast clouds
331,Barda,AZ,2022-07-20 18:11:26,40.3744,47.1267,85.28,45,0,15.48,clear sky
332,Padang,ID,2022-07-20 18:11:26,-0.9492,100.3543,76.69,86,65,3.8,broken clouds
333,Mehamn,NO,2022-07-20 18:07:29,71.0357,27.8492,55.35,94,20,2.3,few clouds
334,Macae,BR,2022-07-20 18:11:26,-22.3708,-41.7869,74.23,73,16,12.3,few clouds
335,Tecoanapa,MX,2022-07-20 18:11:27,16.5167,-98.75,86.36,59,40,8.48,scattered clouds
336,Betong,TH,2022-07-20 18:11:27,5.7743,101.0723,70.95,97,100,0.96,overcast clouds
337,Methoni,GR,2022-07-20 18:11:27,36.8197,21.7049,82.22,68,0,10.83,clear sky
338,Tessalit,ML,2022-07-20 18:11:28,20.1986,1.0114,79.11,65,83,15.23,moderate rain
339,Abu Dhabi,AE,2022-07-20 18:07:53,24.4667,54.3667,96.91,70,0,9.22,clear sky
340,Saint-Pierre,RE,2022-07-20 18:07:21,-21.3393,55.4781,71.28,52,0,8.05,clear sky
341,Labuhan,ID,2022-07-20 18:07:00,-6.8844,112.2051,75.11,82,60,9.84,broken clouds
342,Nakusp,CA,2022-07-20 18:11:28,50.2499,-117.8023,78.48,50,2,2.3,clear sky
343,Gondanglegi,ID,2022-07-20 18:11:29,-7.7479,112.0132,72.5,86,30,11.5,scattered clouds
344,Impfondo,CG,2022-07-20 18:11:29,1.6381,18.0667,77.95,75,93,1.74,overcast clouds
345,Iwanai,JP,2022-07-20 18:11:29,42.9744,140.5089,66.38,95,82,2.39,broken clouds
346,Talavera De La Reina,ES,2022-07-20 18:11:29,39.9635,-4.8308,99.3,8,0,3.78,clear sky
347,Te Anau,NZ,2022-07-20 18:09:04,-45.4167,167.7167,39.27,95,98,3.42,overcast clouds
348,Safaga,EG,2022-07-20 18:11:30,26.7292,33.9365,90.37,44,0,7.7,clear sky
349,Bengkulu,ID,2022-07-20 18:06:36,-3.8004,102.2655,76.68,89,83,3.27,broken clouds
350,Guozhen,CN,2022-07-20 18:11:30,34.3659,107.359,69.62,86,0,2.17,clear sky
351,Jumla,NP,2022-07-20 18:09:05,29.2747,82.1838,64.54,96,100,2.39,overcast clouds
352,Lewiston,US,2022-07-20 18:06:10,44.1003,-70.2148,92.71,55,20,4.61,few clouds
353,Bambous Virieux,MU,2022-07-20 18:06:41,-20.3428,57.7575,71.22,73,40,14.97,light rain
354,Orange,US,2022-07-20 18:09:56,33.7,-117.7675,93.24,63,100,9.22,overcast clouds
355,Ixtapa,MX,2022-07-20 18:11:31,20.7,-105.2,88.23,70,100,4.61,overcast clouds
356,Mahajanga,MG,2022-07-20 18:11:31,-15.7167,46.3167,75.33,56,15,17.69,few clouds
357,Port Lincoln,AU,2022-07-20 18:07:14,-34.7333,135.8667,50.25,77,25,8.3,scattered clouds
358,Hauterive,FR,2022-07-20 18:11:32,46.0901,3.4459,81.36,41,24,8.84,few clouds
359,Cayenne,GF,2022-07-20 18:06:02,4.9333,-52.3333,87.84,10,0,10.36,clear sky
360,Brae,GB,2022-07-20 18:06:43,60.3964,-1.353,56.77,83,72,12.37,broken clouds
361,Berezovka,BY,2022-07-20 18:11:32,53.7214,25.4993,60.96,79,19,7.87,few clouds
362,Khasan,RU,2022-07-20 18:06:44,42.4308,130.6434,66.81,96,89,2.39,overcast clouds
363,Palu,ID,2022-07-20 18:11:32,-0.8917,119.8707,75.13,91,9,2.75,clear sky
364,Lakes Entrance,AU,2022-07-20 18:11:33,-37.8811,147.981,42.66,83,2,6.8,clear sky
365,Luderitz,NA,2022-07-20 18:06:24,-26.6481,15.1594,58.46,59,0,21.61,clear sky
366,La Rioja,ES,2022-07-20 18:11:36,42.25,-2.5,78.58,51,0,6.58,clear sky
367,Ketchikan,US,2022-07-20 18:11:37,55.3422,-131.6461,57.67,88,100,12.66,overcast clouds
368,Dauphin,CA,2022-07-20 18:11:31,51.1494,-100.0502,74.61,57,38,15.59,scattered clouds
369,Saint George,US,2022-07-20 18:07:17,37.1041,-113.5841,103.78,21,0,1.99,clear sky
370,Bahia Blanca,AR,2022-07-20 18:11:21,-38.7196,-62.2724,66.22,38,37,20.18,scattered clouds
371,Yangambi,CD,2022-07-20 18:11:37,0.8102,24.4336,72.61,92,100,2.3,overcast clouds
372,Kastamonu,TR,2022-07-20 18:11:38,41.5,33.6667,54.55,86,32,4.94,scattered clouds
373,Jaguariaiva,BR,2022-07-20 18:11:38,-24.2511,-49.7058,73.06,59,7,3.31,clear sky
374,Eldorado,BR,2022-07-20 18:04:03,-23.7869,-54.2836,83.8,39,26,10.33,scattered clouds
375,Bichura,RU,2022-07-20 18:11:39,50.5881,107.6022,53.62,87,9,2.1,clear sky
376,Ulladulla,AU,2022-07-20 18:07:39,-35.35,150.4667,50.9,85,94,2.24,overcast clouds
377,Pangody,RU,2022-07-20 18:11:39,65.85,74.4859,58.26,49,70,8.21,broken clouds
378,Tabuk,PH,2022-07-20 18:08:37,17.4189,121.4443,76.17,90,10,1.92,clear sky
379,Tripoli,LY,2022-07-20 18:11:39,32.8752,13.1875,82.76,64,0,14.47,clear sky
380,Samarai,PG,2022-07-20 18:06:37,-10.6167,150.6667,79.88,81,36,9.86,scattered clouds
381,Koungou,YT,2022-07-20 18:11:40,-12.7336,45.2042,74.91,69,0,5.75,clear sky
382,Shush,IR,2022-07-20 18:11:40,32.1942,48.2436,108.93,10,0,9.64,clear sky
383,Nouna,BF,2022-07-20 18:11:40,12.7333,-3.8667,81.68,70,93,10.56,overcast clouds
384,Kaseda,JP,2022-07-20 18:11:41,31.4167,130.3167,81.25,94,100,11.23,overcast clouds
385,Saint-Augustin,CA,2022-07-20 18:11:41,51.226,-58.6502,56.73,91,100,12.64,overcast clouds
386,Fort Saint James,CA,2022-07-20 18:11:42,54.4333,-124.25,68.13,42,36,3.38,scattered clouds
387,Sinnamary,GF,2022-07-20 18:06:25,5.3833,-52.95,82.18,72,21,8.41,few clouds
388,Da Nang,VN,2022-07-20 18:08:55,16.0678,108.2208,80.58,89,20,1.14,few clouds
389,Mitsamiouli,KM,2022-07-20 18:07:48,-11.3847,43.2844,76.46,67,0,12.01,clear sky
390,Westport,US,2022-07-20 18:08:26,41.1415,-73.3579,97.09,58,0,11.5,clear sky
391,Medvedka,RU,2022-07-20 18:11:42,61.1629,46.387,53.73,97,43,3.62,scattered clouds
392,Awbari,LY,2022-07-20 18:11:42,26.5921,12.7805,90.16,18,3,9.24,clear sky
393,Uige,AO,2022-07-20 18:11:43,-7.6087,15.0613,73.18,51,28,3.65,scattered clouds
394,Nandi,IN,2022-07-20 18:11:43,13.3855,77.6984,79.66,73,100,10.07,overcast clouds
395,North Salt Lake,US,2022-07-20 18:11:05,40.8486,-111.9069,92.97,33,20,5.99,few clouds
396,Ambilobe,MG,2022-07-20 18:11:44,-13.2,49.05,70.77,63,53,10.54,broken clouds
397,Katsuura,JP,2022-07-20 18:07:00,35.1333,140.3,77.9,77,99,6.67,overcast clouds
398,Morant Bay,JM,2022-07-20 18:11:44,17.8815,-76.4093,90.72,67,9,14.67,clear sky
399,Birao,CF,2022-07-20 18:11:44,10.2849,22.7882,76.78,76,74,4.12,broken clouds
400,Colac,AU,2022-07-20 18:11:44,-38.3333,143.5833,41.83,91,0,4.45,clear sky
401,Paita,PE,2022-07-20 18:11:45,-5.0892,-81.1144,69.6,68,36,14.32,scattered clouds
402,Valmiera,LV,2022-07-20 18:11:45,57.5411,25.4275,68.16,63,35,8.66,scattered clouds
403,Hambantota,LK,2022-07-20 18:05:35,6.1241,81.1185,79.36,84,96,18.75,overcast clouds
404,Pauini,BR,2022-07-20 18:11:45,-7.7136,-66.9764,94.64,29,10,3.0,clear sky
405,Neryungri,RU,2022-07-20 18:11:46,56.6709,124.6491,56.77,94,39,4.36,scattered clouds
406,Agadez,NE,2022-07-20 18:11:46,19.75,10.25,94.82,11,4,8.61,clear sky
407,Havelock,US,2022-07-20 18:11:49,34.8791,-76.9013,92.05,79,40,12.66,scattered clouds
408,Kamaishi,JP,2022-07-20 18:11:50,39.2667,141.8833,68.43,94,42,4.52,scattered clouds
409,Ciudad Bolivar,VE,2022-07-20 18:07:39,8.1222,-63.5497,87.94,58,89,1.66,overcast clouds
410,Crestview,US,2022-07-20 18:11:50,30.7621,-86.5705,92.79,47,30,6.73,moderate rain
411,Anchorage,US,2022-07-20 18:09:07,61.2181,-149.9003,55.85,92,100,8.05,moderate rain
412,Moyale,KE,2022-07-20 18:11:50,3.5167,39.0584,69.75,58,100,11.12,overcast clouds
413,Plettenberg Bay,ZA,2022-07-20 18:09:06,-34.0527,23.3716,55.04,83,94,1.54,overcast clouds
414,Leningradskiy,RU,2022-07-20 18:05:43,69.3833,178.4167,32.79,97,100,17.47,light snow
415,Berlevag,NO,2022-07-20 18:07:46,70.8578,29.0864,55.4,94,100,2.3,overcast clouds
416,Rocha,UY,2022-07-20 18:07:26,-34.4833,-54.3333,62.17,69,1,12.35,clear sky
417,Onguday,RU,2022-07-20 18:11:51,50.75,86.15,51.67,73,97,3.96,overcast clouds
418,Sao Joao Da Barra,BR,2022-07-20 18:07:31,-21.6403,-41.0511,78.89,76,55,9.98,broken clouds
419,Lazaro Cardenas,MX,2022-07-20 18:02:43,17.9583,-102.2,88.75,62,66,4.61,broken clouds
420,Rapu-Rapu,PH,2022-07-20 18:11:51,13.1866,124.1256,83.84,78,95,9.89,overcast clouds
421,Vangaindrano,MG,2022-07-20 18:11:52,-23.35,47.6,66.36,90,35,7.4,moderate rain
422,Darhan,MN,2022-07-20 18:11:52,49.4867,105.9228,56.59,75,85,3.53,overcast clouds
423,Baruun-Urt,MN,2022-07-20 18:11:52,46.6806,113.2792,68.95,53,88,7.63,overcast clouds
424,Tura,IN,2022-07-20 18:11:53,25.5198,90.2201,75.56,94,100,5.41,overcast clouds
425,Huancabamba,PE,2022-07-20 18:11:53,-5.2386,-79.4506,70.79,48,41,5.61,scattered clouds
426,Kiunga,PG,2022-07-20 18:11:54,-6.1219,141.2906,72.9,100,100,0.47,heavy intensity rain
427,Muscle Shoals,US,2022-07-20 18:11:54,34.7448,-87.6675,93.85,65,0,14.97,clear sky
428,Baculin,PH,2022-07-20 18:11:54,7.4525,126.5842,78.39,83,87,3.74,overcast clouds
429,Arona,ES,2022-07-20 18:11:55,28.0996,-16.681,79.7,42,0,20.71,clear sky
430,Buraydah,SA,2022-07-20 18:11:55,26.326,43.975,96.96,8,0,10.83,clear sky
431,Kangaatsiaq,GL,2022-07-20 18:11:55,68.3065,-53.4641,48.94,66,100,10.47,overcast clouds
432,Sao Felix Do Xingu,BR,2022-07-20 18:11:56,-6.6447,-51.995,96.75,23,2,2.75,clear sky
433,Mocuba,MZ,2022-07-20 18:11:56,-16.8392,36.9856,66.87,82,60,4.25,broken clouds
434,Saldanha,ZA,2022-07-20 18:05:40,-33.0117,17.9442,54.36,61,0,13.67,clear sky
435,Kompaniyivka,UA,2022-07-20 18:11:56,48.2511,32.208,74.41,45,89,8.99,overcast clouds
436,San Alberto,CO,2022-07-20 18:07:44,7.7611,-73.3922,88.14,68,35,4.25,scattered clouds
437,Catalina,US,2022-07-20 18:11:57,32.5056,-110.9211,95.09,37,91,3.0,overcast clouds
438,Souris,CA,2022-07-20 18:11:57,49.6172,-100.2612,76.73,59,3,12.84,clear sky
439,Kaputa,ZM,2022-07-20 18:11:58,-8.4689,29.6619,74.07,45,10,2.98,clear sky
440,Sillamae,EE,2022-07-20 18:11:58,59.3997,27.7547,66.72,66,15,17.4,few clouds
441,Sisimiut,GL,2022-07-20 18:06:10,66.9395,-53.6735,48.63,77,100,2.71,overcast clouds
442,High Level,CA,2022-07-20 18:09:22,58.5169,-117.136,71.78,37,13,10.47,few clouds
443,Kenai,US,2022-07-20 18:11:58,60.5544,-151.2583,56.08,85,100,10.36,overcast clouds
444,Panzhihua,CN,2022-07-20 18:11:59,26.5851,101.7128,68.97,95,100,0.6,overcast clouds
445,Leh,IN,2022-07-20 18:08:00,34.1667,77.5833,68.27,15,78,11.88,broken clouds
446,Nizwa,OM,2022-07-20 18:11:59,22.9333,57.5333,86.13,71,84,1.23,light rain
447,Nabire,ID,2022-07-20 18:11:59,-3.3667,135.4833,73.74,93,100,3.22,overcast clouds
448,Chupa,RU,2022-07-20 18:12:00,66.27,33.0549,66.51,82,83,4.05,broken clouds
449,Penzance,GB,2022-07-20 18:12:00,50.1186,-5.5371,65.08,74,80,15.52,broken clouds
450,Bentiu,SS,2022-07-20 18:12:00,9.2333,29.8333,73.92,87,81,0.67,broken clouds
451,Yegorlykskaya,RU,2022-07-20 18:12:01,46.5656,40.6562,74.3,39,3,5.82,clear sky
452,Mikhaylovka,RU,2022-07-20 18:12:01,50.06,43.2379,69.71,56,66,3.49,broken clouds
453,Abu Samrah,SY,2022-07-20 18:06:21,35.3029,37.1841,84.22,36,0,13.38,clear sky
454,Narasannapeta,IN,2022-07-20 18:06:55,18.4167,84.05,83.98,82,99,5.28,overcast clouds
455,Anton Lizardo,MX,2022-07-20 18:12:04,19.05,-95.9833,90.21,67,100,9.13,overcast clouds
456,Phalodi,IN,2022-07-20 18:08:20,27.1333,72.3667,92.71,53,44,20.2,scattered clouds
457,Kuppam,IN,2022-07-20 18:12:05,12.75,78.3667,77.86,70,98,2.62,overcast clouds
458,Yulara,AU,2022-07-20 18:07:05,-25.2406,130.9889,47.77,47,12,10.58,few clouds
459,Shizunai,JP,2022-07-20 18:12:06,42.3339,142.3669,65.08,99,99,2.04,overcast clouds
